datetime,1f_1,1f_but,2f_he,2f_2,1f_ele
2023-10-23 23:00:00,303,134,147,58,7
2023-10-24 00:00:00,154,131,122,83,33
2023-10-24 01:00:00,143,99,87,27,8
2023-10-24 02:00:00,130,107,100,45,5
2023-10-24 03:00:00,144,84,91,47,8
2023-10-24 04:00:00,101,102,90,32,12
2023-10-24 05:00:00,69,101,106,12,13
2023-10-24 06:00:00,86,92,93,17,10
2023-10-24 07:00:00,61,108,103,10,9
2023-10-24 08:00:00,139,94,85,38,8
2023-10-24 09:00:00,64,97,95,19,8
2023-10-24 10:00:00,112,102,108,24,26
2023-10-24 11:00:00,231,134,140,94,25
2023-10-24 12:00:00,270,143,131,54,34
2023-10-24 13:00:00,166,136,168,59,21
2023-10-24 14:00:00,264,136,137,65,44
2023-10-24 15:00:00,315,149,164,140,46
2023-10-24 16:00:00,338,144,161,138,42
2023-10-24 17:00:00,311,151,181,130,38
2023-10-24 18:00:00,333,142,163,157,42
2023-10-24 19:00:00,308,155,160,135,5
2023-10-24 20:00:00,334,147,177,137,11
2023-10-24 21:00:00,313,151,180,156,14
2023-10-24 22:00:00,307,142,137,103,11
2023-10-24 23:00:00,261,120,124,105,7
2023-10-25 00:00:00,213,128,166,113,34
2023-10-25 01:00:00,55,88,94,45,9
2023-10-25 02:00:00,126,111,83,49,14
2023-10-25 03:00:00,60,103,84,27,7
2023-10-25 04:00:00,126,87,93,48,9
2023-10-25 05:00:00,93,113,103,36,8
2023-10-25 06:00:00,133,80,102,29,13
2023-10-25 07:00:00,59,93,109,11,8
2023-10-25 08:00:00,76,107,104,42,10
2023-10-25 09:00:00,85,115,93,25,5
2023-10-25 10:00:00,84,100,82,33,22
2023-10-25 11:00:00,297,142,161,55,22
2023-10-25 12:00:00,171,124,140,107,21
2023-10-25 13:00:00,227,130,131,89,22
2023-10-25 14:00:00,169,121,141,52,44
2023-10-25 15:00:00,380,154,168,150,46
2023-10-25 16:00:00,363,151,171,163,37
2023-10-25 17:00:00,385,146,164,154,45
2023-10-25 18:00:00,301,142,168,130,39
2023-10-25 19:00:00,306,152,170,133,6
2023-10-25 20:00:00,352,151,168,166,13
2023-10-25 21:00:00,324,150,163,138,9
2023-10-25 22:00:00,257,134,136,81,12
2023-10-25 23:00:00,198,144,151,92,8
2023-10-26 00:00:00,166,143,139,94,22
2023-10-26 01:00:00,127,82,93,17,9
2023-10-26 02:00:00,57,113,83,32,14
2023-10-26 03:00:00,73,93,109,24,9
2023-10-26 04:00:00,103,87,100,22,14
2023-10-26 05:00:00,128,118,94,24,7
2023-10-26 06:00:00,74,101,84,40,11
2023-10-26 07:00:00,59,116,99,14,11
2023-10-26 08:00:00,91,96,84,45,9
2023-10-26 09:00:00,87,105,94,34,13
2023-10-26 10:00:00,135,82,109,45,22
2023-10-26 11:00:00,187,138,135,79,32
2023-10-26 12:00:00,261,134,138,96,34
2023-10-26 13:00:00,264,129,169,102,20
2023-10-26 14:00:00,196,132,147,104,45
2023-10-26 15:00:00,325,149,184,146,38
2023-10-26 16:00:00,367,148,186,141,44
2023-10-26 17:00:00,371,147,161,145,41
2023-10-26 18:00:00,366,155,169,149,40
2023-10-26 19:00:00,337,140,171,138,14
2023-10-26 20:00:00,392,146,181,127,10
2023-10-26 21:00:00,318,140,180,125,12
2023-10-26 22:00:00,151,121,144,117,7
2023-10-26 23:00:00,189,138,120,118,12
2023-10-27 00:00:00,34,26,32,39,20
2023-10-27 01:00:00,28,29,32,7,18
2023-10-27 02:00:00,44,28,15,6,19
2023-10-27 03:00:00,18,36,18,15,18
2023-10-27 04:00:00,26,14,14,11,16
2023-10-27 05:00:00,30,29,14,10,16
2023-10-27 06:00:00,48,17,12,9,19
2023-10-27 07:00:00,15,23,11,6,11
2023-10-27 08:00:00,41,22,16,11,19
2023-10-27 09:00:00,47,37,18,15,10
2023-10-27 10:00:00,23,23,22,5,16
2023-10-27 11:00:00,89,26,51,20,16
2023-10-27 12:00:00,82,47,51,25,16
2023-10-27 13:00:00,56,29,73,42,20
2023-10-27 14:00:00,65,43,53,35,20
2023-10-27 15:00:00,141,83,63,56,20
2023-10-27 16:00:00,128,99,85,64,26
2023-10-27 17:00:00,80,96,60,67,26
2023-10-27 18:00:00,102,85,63,56,29
2023-10-27 19:00:00,127,71,73,50,20
2023-10-27 20:00:00,94,83,61,66,24
2023-10-27 21:00:00,135,81,71,31,25
2023-10-27 22:00:00,91,47,74,22,23
2023-10-27 23:00:00,57,38,38,34,19
2023-10-28 00:00:00,47,53,23,10,6
2023-10-28 01:00:00,32,13,12,8,6
2023-10-28 02:00:00,23,6,24,8,7
2023-10-28 03:00:00,31,23,19,9,7
2023-10-28 04:00:00,31,7,20,9,8
2023-10-28 05:00:00,39,23,22,9,7
2023-10-28 06:00:00,37,24,29,8,9
2023-10-28 07:00:00,16,11,11,7,9
2023-10-28 08:00:00,29,28,6,8,7
2023-10-28 09:00:00,32,18,11,8,6
2023-10-28 10:00:00,24,14,7,6,9
2023-10-28 11:00:00,69,19,49,27,11
2023-10-28 12:00:00,56,53,53,23,7
2023-10-28 13:00:00,23,21,29,15,10
2023-10-28 14:00:00,71,48,21,36,11
2023-10-28 15:00:00,78,65,50,54,10
2023-10-28 16:00:00,119,60,84,34,8
2023-10-28 17:00:00,77,74,58,22,12
2023-10-28 18:00:00,63,70,79,30,14
2023-10-28 19:00:00,77,73,74,33,10
2023-10-28 20:00:00,68,80,73,30,7
2023-10-28 21:00:00,69,79,69,39,14
2023-10-28 22:00:00,67,30,15,18,9
2023-10-28 23:00:00,44,49,24,14,8
2023-10-29 00:00:00,26,33,40,11,9
2023-10-29 01:00:00,19,15,17,6,9
2023-10-29 02:00:00,34,5,10,7,8
2023-10-29 03:00:00,26,17,18,7,8
2023-10-29 04:00:00,39,27,16,6,6
2023-10-29 05:00:00,18,17,12,5,8
2023-10-29 06:00:00,35,19,17,8,6
2023-10-29 07:00:00,21,9,19,7,9
2023-10-29 08:00:00,26,27,15,9,7
2023-10-29 09:00:00,27,17,29,6,7
2023-10-29 10:00:00,10,22,19,7,7
2023-10-29 11:00:00,28,31,54,38,11
2023-10-29 12:00:00,59,31,37,30,10
2023-10-29 13:00:00,53,54,43,19,9
2023-10-29 14:00:00,63,27,44,24,9
2023-10-29 15:00:00,128,57,53,27,12
2023-10-29 16:00:00,62,86,72,58,10
2023-10-29 17:00:00,121,74,74,31,9
2023-10-29 18:00:00,66,74,70,42,7
2023-10-29 19:00:00,62,59,79,26,14
2023-10-29 20:00:00,91,89,84,27,13
2023-10-29 21:00:00,65,66,76,51,8
2023-10-29 22:00:00,69,48,44,24,10
2023-10-29 23:00:00,74,33,45,28,6
2023-10-30 00:00:00,75,72,62,19,20
2023-10-30 01:00:00,46,32,14,9,13
2023-10-30 02:00:00,43,26,19,16,13
2023-10-30 03:00:00,24,10,26,9,12
2023-10-30 04:00:00,28,26,33,14,16
2023-10-30 05:00:00,10,39,24,16,14
2023-10-30 06:00:00,16,27,28,19,16
2023-10-30 07:00:00,28,30,27,19,18
2023-10-30 08:00:00,13,29,15,5,15
2023-10-30 09:00:00,37,10,16,15,13
2023-10-30 10:00:00,36,17,31,17,11
2023-10-30 11:00:00,46,73,39,36,19
2023-10-30 12:00:00,40,25,60,15,15
2023-10-30 13:00:00,40,33,41,16,21
2023-10-30 14:00:00,38,62,67,38,24
2023-10-30 15:00:00,100,85,94,54,25
2023-10-30 16:00:00,90,91,91,41,25
2023-10-30 17:00:00,88,87,98,37,29
2023-10-30 18:00:00,149,62,95,55,26
2023-10-30 19:00:00,141,85,83,66,20
2023-10-30 20:00:00,110,83,68,64,27
2023-10-30 21:00:00,117,71,80,37,21
2023-10-30 22:00:00,34,36,74,42,19
2023-10-30 23:00:00,89,59,74,30,20
2023-10-31 00:00:00,64,25,41,44,24
2023-10-31 01:00:00,10,29,27,14,15
2023-10-31 02:00:00,20,23,22,16,15
2023-10-31 03:00:00,17,11,11,9,10
2023-10-31 04:00:00,32,21,31,9,10
2023-10-31 05:00:00,39,13,23,14,17
2023-10-31 06:00:00,16,36,15,16,12
2023-10-31 07:00:00,38,25,15,12,13
2023-10-31 08:00:00,23,33,20,8,11
2023-10-31 09:00:00,46,16,26,8,15
2023-10-31 10:00:00,29,30,25,9,19
2023-10-31 11:00:00,64,27,33,21,16
2023-10-31 12:00:00,86,34,63,37,24
2023-10-31 13:00:00,36,27,35,26,23
2023-10-31 14:00:00,91,44,56,36,20
2023-10-31 15:00:00,122,85,75,59,20
2023-10-31 16:00:00,142,63,66,51,23
2023-10-31 17:00:00,115,76,71,40,25
2023-10-31 18:00:00,130,90,86,68,22
2023-10-31 19:00:00,119,84,91,67,20
2023-10-31 20:00:00,144,70,98,36,23
2023-10-31 21:00:00,108,93,73,41,23
2023-10-31 22:00:00,32,64,45,30,24
2023-10-31 23:00:00,72,49,25,38,19
2023-11-01 00:00:00,54,59,31,41,24
2023-11-01 01:00:00,48,19,18,12,17
2023-11-01 02:00:00,16,35,29,16,15
2023-11-01 03:00:00,12,31,19,12,15
2023-11-01 04:00:00,23,20,26,6,19
2023-11-01 05:00:00,32,14,36,9,18
2023-11-01 06:00:00,22,19,14,18,19
2023-11-01 07:00:00,11,27,36,14,19
2023-11-01 08:00:00,27,19,26,6,17
2023-11-01 09:00:00,48,36,34,19,11
2023-11-01 10:00:00,43,14,23,7,15
2023-11-01 11:00:00,94,28,40,17,17
2023-11-01 12:00:00,53,57,35,16,16
2023-11-01 13:00:00,57,50,54,15,20
2023-11-01 14:00:00,67,48,63,38,15
2023-11-01 15:00:00,143,83,87,63,20
2023-11-01 16:00:00,83,95,90,62,20
2023-11-01 17:00:00,96,97,98,64,28
2023-11-01 18:00:00,135,80,82,46,29
2023-11-01 19:00:00,83,97,66,51,27
2023-11-01 20:00:00,116,65,96,51,26
2023-11-01 21:00:00,144,85,75,55,24
2023-11-01 22:00:00,73,59,33,44,21
2023-11-01 23:00:00,57,69,39,37,17
2023-11-02 00:00:00,41,61,44,28,20
2023-11-02 01:00:00,30,38,14,19,10
2023-11-02 02:00:00,47,23,16,16,18
2023-11-02 03:00:00,48,13,17,17,11
2023-11-02 04:00:00,20,18,39,19,16
2023-11-02 05:00:00,12,25,31,18,10
2023-11-02 06:00:00,34,24,32,5,14
2023-11-02 07:00:00,38,19,37,19,14
2023-11-02 08:00:00,20,11,27,6,16
2023-11-02 09:00:00,38,18,11,17,12
2023-11-02 10:00:00,43,35,22,9,16
2023-11-02 11:00:00,65,48,70,28,20
2023-11-02 12:00:00,85,39,63,43,23
2023-11-02 13:00:00,50,57,32,18,17
2023-11-02 14:00:00,90,47,40,27,19
2023-11-02 15:00:00,110,60,80,59,20
2023-11-02 16:00:00,114,78,63,51,27
2023-11-02 17:00:00,138,76,76,50,22
2023-11-02 18:00:00,120,88,89,63,21
2023-11-02 19:00:00,99,67,84,67,26
2023-11-02 20:00:00,112,63,76,51,22
2023-11-02 21:00:00,126,86,67,40,28
2023-11-02 22:00:00,94,41,26,35,21
2023-11-02 23:00:00,51,53,67,25,17
2023-11-03 00:00:00,82,60,62,31,21
2023-11-03 01:00:00,49,38,35,9,10
2023-11-03 02:00:00,42,21,33,17,18
2023-11-03 03:00:00,33,25,12,17,12
2023-11-03 04:00:00,27,37,24,13,12
2023-11-03 05:00:00,41,22,34,12,10
2023-11-03 06:00:00,45,26,25,18,18
2023-11-03 07:00:00,27,12,15,17,11
2023-11-03 08:00:00,25,36,28,13,10
2023-11-03 09:00:00,10,34,14,12,13
2023-11-03 10:00:00,13,34,16,12,13
2023-11-03 11:00:00,53,41,57,44,17
2023-11-03 12:00:00,75,37,69,44,16
2023-11-03 13:00:00,55,33,59,38,17
2023-11-03 14:00:00,41,61,34,20,16
2023-11-03 15:00:00,100,71,79,61,22
2023-11-03 16:00:00,145,97,74,64,20
2023-11-03 17:00:00,117,69,76,60,24
2023-11-03 18:00:00,88,95,69,65,21
2023-11-03 19:00:00,145,91,92,41,20
2023-11-03 20:00:00,131,88,65,32,25
2023-11-03 21:00:00,132,95,94,37,29
2023-11-03 22:00:00,92,32,26,32,20
2023-11-03 23:00:00,36,41,30,38,18
2023-11-04 00:00:00,70,25,49,16,10
2023-11-04 01:00:00,24,18,11,8,6
2023-11-04 02:00:00,28,27,15,7,6
2023-11-04 03:00:00,39,5,21,6,7
2023-11-04 04:00:00,33,22,9,7,6
2023-11-04 05:00:00,37,13,20,6,9
2023-11-04 06:00:00,29,12,20,8,6
2023-11-04 07:00:00,22,18,20,6,9
2023-11-04 08:00:00,24,21,19,8,7
2023-11-04 09:00:00,35,13,21,6,7
2023-11-04 10:00:00,35,24,13,5,9
2023-11-04 11:00:00,57,33,53,36,10
2023-11-04 12:00:00,64,16,39,23,8
2023-11-04 13:00:00,50,52,19,37,6
2023-11-04 14:00:00,34,49,21,32,10
2023-11-04 15:00:00,93,60,84,37,14
2023-11-04 16:00:00,102,61,67,21,13
2023-11-04 17:00:00,113,58,76,37,11
2023-11-04 18:00:00,104,72,62,29,10
2023-11-04 19:00:00,90,57,83,38,9
2023-11-04 20:00:00,74,52,70,56,11
2023-11-04 21:00:00,126,63,83,37,11
2023-11-04 22:00:00,40,38,45,32,6
2023-11-04 23:00:00,74,28,36,34,6
2023-11-05 00:00:00,51,34,35,18,8
2023-11-05 01:00:00,13,6,5,9,6
2023-11-05 02:00:00,34,14,9,5,6
2023-11-05 03:00:00,23,14,25,5,5
2023-11-05 04:00:00,35,25,18,8,6
2023-11-05 05:00:00,38,7,28,6,6
2023-11-05 06:00:00,33,24,23,7,6
2023-11-05 07:00:00,14,5,28,9,8
2023-11-05 08:00:00,36,27,29,7,9
2023-11-05 09:00:00,13,26,17,5,7
2023-11-05 10:00:00,12,7,5,5,7
2023-11-05 11:00:00,59,50,37,27,9
2023-11-05 12:00:00,52,44,38,11,10
2023-11-05 13:00:00,63,19,24,29,11
2023-11-05 14:00:00,71,31,17,19,8
2023-11-05 15:00:00,70,87,84,35,14
2023-11-05 16:00:00,110,64,65,24,13
2023-11-05 17:00:00,113,72,68,59,14
2023-11-05 18:00:00,66,55,66,51,14
2023-11-05 19:00:00,77,73,68,50,7
2023-11-05 20:00:00,112,74,60,48,8
2023-11-05 21:00:00,124,85,58,23,13
2023-11-05 22:00:00,58,22,45,27,6
2023-11-05 23:00:00,47,28,44,12,11
2023-11-06 00:00:00,52,64,25,19,20
2023-11-06 01:00:00,15,24,19,11,11
2023-11-06 02:00:00,21,37,36,5,17
2023-11-06 03:00:00,42,32,20,5,19
2023-11-06 04:00:00,33,27,24,18,12
2023-11-06 05:00:00,30,37,10,15,16
2023-11-06 06:00:00,44,10,38,13,16
2023-11-06 07:00:00,37,18,22,5,17
2023-11-06 08:00:00,24,13,13,14,16
2023-11-06 09:00:00,26,18,36,10,16
2023-11-06 10:00:00,33,31,14,10,15
2023-11-06 11:00:00,32,37,67,37,22
2023-11-06 12:00:00,44,35,64,30,19
2023-11-06 13:00:00,73,39,48,21,23
2023-11-06 14:00:00,81,32,74,20,22
2023-11-06 15:00:00,131,74,73,46,28
2023-11-06 16:00:00,105,60,68,42,26
2023-11-06 17:00:00,141,62,90,32,27
2023-11-06 18:00:00,113,86,63,57,27
2023-11-06 19:00:00,126,87,87,32,25
2023-11-06 20:00:00,140,61,64,53,23
2023-11-06 21:00:00,141,96,75,38,20
2023-11-06 22:00:00,94,63,74,44,20
2023-11-06 23:00:00,86,54,50,19,20
2023-11-07 00:00:00,78,73,32,40,24
2023-11-07 01:00:00,19,10,22,5,15
2023-11-07 02:00:00,45,38,22,11,16
2023-11-07 03:00:00,48,19,30,15,15
2023-11-07 04:00:00,49,12,34,11,12
2023-11-07 05:00:00,16,39,18,15,19
2023-11-07 06:00:00,37,25,10,19,12
2023-11-07 07:00:00,40,29,33,13,16
2023-11-07 08:00:00,19,15,20,7,14
2023-11-07 09:00:00,30,29,38,19,16
2023-11-07 10:00:00,39,27,19,19,19
2023-11-07 11:00:00,49,47,66,44,19
2023-11-07 12:00:00,92,32,70,32,22
2023-11-07 13:00:00,35,50,64,44,18
2023-11-07 14:00:00,62,44,37,22,24
2023-11-07 15:00:00,97,73,95,65,29
2023-11-07 16:00:00,133,67,80,32,28
2023-11-07 17:00:00,94,61,70,31,27
2023-11-07 18:00:00,84,85,71,69,27
2023-11-07 19:00:00,125,82,89,65,29
2023-11-07 20:00:00,144,73,61,43,20
2023-11-07 21:00:00,144,91,75,62,29
2023-11-07 22:00:00,81,67,56,16,18
2023-11-07 23:00:00,36,36,28,36,24
2023-11-08 00:00:00,73,64,44,20,18
2023-11-08 01:00:00,14,27,39,12,15
2023-11-08 02:00:00,23,26,28,19,14
2023-11-08 03:00:00,18,38,23,17,19
2023-11-08 04:00:00,43,37,34,11,17
2023-11-08 05:00:00,13,26,20,19,15
2023-11-08 06:00:00,31,22,24,16,11
2023-11-08 07:00:00,38,13,12,14,17
2023-11-08 08:00:00,40,37,23,16,10
2023-11-08 09:00:00,15,35,10,6,16
2023-11-08 10:00:00,37,26,26,18,13
2023-11-08 11:00:00,48,39,25,35,23
2023-11-08 12:00:00,43,74,26,35,23
2023-11-08 13:00:00,64,28,34,28,17
2023-11-08 14:00:00,63,56,66,17,19
2023-11-08 15:00:00,96,72,84,64,25
2023-11-08 16:00:00,97,64,81,30,29
2023-11-08 17:00:00,82,72,66,56,25
2023-11-08 18:00:00,130,84,68,37,29
2023-11-08 19:00:00,120,96,62,43,26
2023-11-08 20:00:00,98,68,85,49,26
2023-11-08 21:00:00,112,73,73,57,23
2023-11-08 22:00:00,54,36,32,23,24
2023-11-08 23:00:00,36,50,29,15,17
2023-11-09 00:00:00,44,28,36,33,23
2023-11-09 01:00:00,28,39,25,12,12
2023-11-09 02:00:00,16,12,13,13,17
2023-11-09 03:00:00,13,23,18,19,18
2023-11-09 04:00:00,13,30,19,12,13
2023-11-09 05:00:00,35,15,26,13,17
2023-11-09 06:00:00,32,33,26,9,15
2023-11-09 07:00:00,12,25,33,13,12
2023-11-09 08:00:00,47,22,16,18,12
2023-11-09 09:00:00,35,23,13,19,19
2023-11-09 10:00:00,35,18,34,16,15
2023-11-09 11:00:00,92,31,38,19,17
2023-11-09 12:00:00,87,66,51,17,15
2023-11-09 13:00:00,66,63,47,20,16
2023-11-09 14:00:00,59,50,42,34,22
2023-11-09 15:00:00,98,76,98,50,29
2023-11-09 16:00:00,82,98,70,42,26
2023-11-09 17:00:00,80,99,82,57,22
2023-11-09 18:00:00,95,82,74,41,20
2023-11-09 19:00:00,83,93,78,68,29
2023-11-09 20:00:00,133,66,92,46,24
2023-11-09 21:00:00,120,89,64,39,29
2023-11-09 22:00:00,44,66,54,26,19
2023-11-09 23:00:00,89,52,40,21,16
2023-11-10 00:00:00,45,32,33,22,16
2023-11-10 01:00:00,28,10,12,16,11
2023-11-10 02:00:00,20,39,31,15,18
2023-11-10 03:00:00,45,32,11,17,19
2023-11-10 04:00:00,36,22,13,15,14
2023-11-10 05:00:00,44,32,10,8,16
2023-11-10 06:00:00,44,27,24,16,16
2023-11-10 07:00:00,32,38,19,18,17
2023-11-10 08:00:00,13,14,30,17,19
2023-11-10 09:00:00,10,35,31,19,14
2023-11-10 10:00:00,36,33,28,17,13
2023-11-10 11:00:00,86,34,72,44,24
2023-11-10 12:00:00,67,29,70,23,24
2023-11-10 13:00:00,82,74,36,17,18
2023-11-10 14:00:00,52,50,28,29,20
2023-11-10 15:00:00,138,96,65,56,28
2023-11-10 16:00:00,132,70,91,69,22
2023-11-10 17:00:00,92,82,83,66,25
2023-11-10 18:00:00,124,95,90,65,25
2023-11-10 19:00:00,145,78,64,42,25
2023-11-10 20:00:00,90,94,65,35,24
2023-11-10 21:00:00,129,74,81,58,22
2023-11-10 22:00:00,83,47,60,33,18
2023-11-10 23:00:00,57,43,65,40,24
2023-11-11 00:00:00,23,25,16,34,11
2023-11-11 01:00:00,33,5,16,5,9
2023-11-11 02:00:00,16,28,15,6,9
2023-11-11 03:00:00,26,28,13,5,5
2023-11-11 04:00:00,32,19,7,9,7
2023-11-11 05:00:00,38,6,25,5,7
2023-11-11 06:00:00,39,11,28,5,7
2023-11-11 07:00:00,16,18,5,5,5
2023-11-11 08:00:00,36,17,12,6,9
2023-11-11 09:00:00,12,18,5,6,9
2023-11-11 10:00:00,39,17,14,5,7
2023-11-11 11:00:00,70,26,48,31,6
2023-11-11 12:00:00,44,31,36,20,6
2023-11-11 13:00:00,54,43,21,37,8
2023-11-11 14:00:00,22,45,37,14,8
2023-11-11 15:00:00,106,73,52,56,9
2023-11-11 16:00:00,116,77,84,40,12
2023-11-11 17:00:00,106,75,81,56,12
2023-11-11 18:00:00,119,56,63,50,7
2023-11-11 19:00:00,80,52,81,47,14
2023-11-11 20:00:00,100,69,54,48,7
2023-11-11 21:00:00,89,70,61,31,12
2023-11-11 22:00:00,46,53,25,25,6
2023-11-11 23:00:00,74,15,38,37,9
2023-11-12 00:00:00,28,54,50,15,8
2023-11-12 01:00:00,13,13,5,6,5
2023-11-12 02:00:00,26,25,16,5,8
2023-11-12 03:00:00,10,28,21,7,9
2023-11-12 04:00:00,39,20,8,7,5
2023-11-12 05:00:00,36,12,8,9,6
2023-11-12 06:00:00,30,25,21,9,5
2023-11-12 07:00:00,13,10,16,7,6
2023-11-12 08:00:00,11,21,15,6,8
2023-11-12 09:00:00,14,8,15,6,6
2023-11-12 10:00:00,12,11,29,9,5
2023-11-12 11:00:00,55,49,36,28,10
2023-11-12 12:00:00,26,27,16,16,6
2023-11-12 13:00:00,53,22,54,25,7
2023-11-12 14:00:00,53,54,48,20,9
2023-11-12 15:00:00,97,58,84,24,9
2023-11-12 16:00:00,120,78,76,56,7
2023-11-12 17:00:00,87,67,81,41,9
2023-11-12 18:00:00,63,73,76,59,14
2023-11-12 19:00:00,74,71,62,54,10
2023-11-12 20:00:00,77,75,69,22,11
2023-11-12 21:00:00,69,60,59,47,9
2023-11-12 22:00:00,31,15,48,21,6
2023-11-12 23:00:00,48,44,32,36,10
2023-11-13 00:00:00,50,74,70,34,23
2023-11-13 01:00:00,49,15,10,11,18
2023-11-13 02:00:00,10,16,11,6,18
2023-11-13 03:00:00,43,12,11,18,13
2023-11-13 04:00:00,31,16,11,14,16
2023-11-13 05:00:00,23,16,21,5,14
2023-11-13 06:00:00,19,34,17,19,17
2023-11-13 07:00:00,20,23,11,13,12
2023-11-13 08:00:00,29,16,18,7,13
2023-11-13 09:00:00,15,22,35,7,12
2023-11-13 10:00:00,33,36,29,11,19
2023-11-13 11:00:00,47,46,34,15,17
2023-11-13 12:00:00,62,46,53,29,22
2023-11-13 13:00:00,58,74,33,33,15
2023-11-13 14:00:00,67,41,44,23,20
2023-11-13 15:00:00,145,68,70,38,23
2023-11-13 16:00:00,101,97,69,61,26
2023-11-13 17:00:00,113,92,68,48,27
2023-11-13 18:00:00,87,70,77,67,27
2023-11-13 19:00:00,134,68,95,40,21
2023-11-13 20:00:00,89,78,94,63,26
2023-11-13 21:00:00,101,75,91,43,21
2023-11-13 22:00:00,74,71,66,36,17
2023-11-13 23:00:00,59,48,68,44,15
2023-11-14 00:00:00,58,35,49,23,19
2023-11-14 01:00:00,48,34,14,19,19
2023-11-14 02:00:00,48,19,37,5,12
2023-11-14 03:00:00,31,24,33,15,14
2023-11-14 04:00:00,48,21,32,18,19
2023-11-14 05:00:00,39,10,13,14,16
2023-11-14 06:00:00,13,38,34,5,15
2023-11-14 07:00:00,25,13,16,12,10
2023-11-14 08:00:00,34,37,38,13,12
2023-11-14 09:00:00,12,11,14,12,12
2023-11-14 10:00:00,16,23,27,5,10
2023-11-14 11:00:00,59,73,34,35,23
2023-11-14 12:00:00,81,32,33,18,18
2023-11-14 13:00:00,38,41,68,35,23
2023-11-14 14:00:00,38,28,30,20,18
2023-11-14 15:00:00,146,69,89,33,27
2023-11-14 16:00:00,91,62,63,39,22
2023-11-14 17:00:00,149,70,69,42,23
2023-11-14 18:00:00,103,80,86,38,22
2023-11-14 19:00:00,124,92,85,49,28
2023-11-14 20:00:00,99,74,99,32,27
2023-11-14 21:00:00,135,95,72,53,23
2023-11-14 22:00:00,46,25,66,37,17
2023-11-14 23:00:00,75,63,27,22,17
2023-11-15 00:00:00,89,53,33,41,23
2023-11-15 01:00:00,43,38,11,11,15
2023-11-15 02:00:00,39,27,30,12,19
2023-11-15 03:00:00,42,12,26,17,16
2023-11-15 04:00:00,29,31,27,7,17
2023-11-15 05:00:00,21,33,13,7,18
2023-11-15 06:00:00,17,19,36,19,19
2023-11-15 07:00:00,47,31,13,14,14
2023-11-15 08:00:00,11,30,15,18,14
2023-11-15 09:00:00,30,15,17,7,10
2023-11-15 10:00:00,37,26,32,19,15
2023-11-15 11:00:00,42,38,65,21,17
2023-11-15 12:00:00,88,43,65,24,17
2023-11-15 13:00:00,82,31,61,19,23
2023-11-15 14:00:00,63,37,36,34,16
2023-11-15 15:00:00,100,79,87,43,22
2023-11-15 16:00:00,149,92,73,60,27
2023-11-15 17:00:00,137,95,60,46,27
2023-11-15 18:00:00,105,87,98,57,26
2023-11-15 19:00:00,95,75,65,31,23
2023-11-15 20:00:00,105,68,63,34,20
2023-11-15 21:00:00,87,71,75,63,21
2023-11-15 22:00:00,84,39,27,15,23
2023-11-15 23:00:00,38,58,46,30,21
2023-11-16 00:00:00,33,31,57,43,23
2023-11-16 01:00:00,18,18,28,12,17
2023-11-16 02:00:00,29,33,17,5,18
2023-11-16 03:00:00,23,11,26,7,10
2023-11-16 04:00:00,40,28,12,14,10
2023-11-16 05:00:00,21,35,32,15,15
2023-11-16 06:00:00,45,33,23,9,14
2023-11-16 07:00:00,26,16,12,10,10
2023-11-16 08:00:00,43,39,26,6,10
2023-11-16 09:00:00,15,25,13,17,10
2023-11-16 10:00:00,18,16,13,10,15
2023-11-16 11:00:00,66,39,44,20,15
2023-11-16 12:00:00,54,25,58,15,21
2023-11-16 13:00:00,75,68,49,17,20
2023-11-16 14:00:00,43,65,65,30,15
2023-11-16 15:00:00,121,89,74,62,29
2023-11-16 16:00:00,125,86,94,59,24
2023-11-16 17:00:00,124,80,73,68,29
2023-11-16 18:00:00,109,89,99,57,22
2023-11-16 19:00:00,129,86,62,63,20
2023-11-16 20:00:00,133,99,89,43,26
2023-11-16 21:00:00,83,60,88,46,27
2023-11-16 22:00:00,74,52,50,41,23
2023-11-16 23:00:00,60,48,63,33,19
2023-11-17 00:00:00,62,47,31,36,21
2023-11-17 01:00:00,43,22,29,9,14
2023-11-17 02:00:00,47,14,31,5,17
2023-11-17 03:00:00,36,18,39,6,10
2023-11-17 04:00:00,46,35,12,17,15
2023-11-17 05:00:00,44,21,12,7,16
2023-11-17 06:00:00,46,18,35,13,19
2023-11-17 07:00:00,17,20,17,11,18
2023-11-17 08:00:00,22,14,18,19,11
2023-11-17 09:00:00,19,21,12,8,14
2023-11-17 10:00:00,38,27,38,10,12
2023-11-17 11:00:00,84,53,60,40,19
2023-11-17 12:00:00,45,71,61,24,15
2023-11-17 13:00:00,83,33,64,31,21
2023-11-17 14:00:00,81,40,63,27,19
2023-11-17 15:00:00,139,94,74,31,25
2023-11-17 16:00:00,105,90,79,55,27
2023-11-17 17:00:00,111,86,95,37,29
2023-11-17 18:00:00,131,81,72,48,27
2023-11-17 19:00:00,96,95,76,42,26
2023-11-17 20:00:00,84,77,74,48,25
2023-11-17 21:00:00,148,88,79,59,25
2023-11-17 22:00:00,84,45,34,28,22
2023-11-17 23:00:00,82,72,44,28,17
2023-11-18 00:00:00,72,45,32,12,11
2023-11-18 01:00:00,11,17,21,9,7
2023-11-18 02:00:00,35,7,13,7,6
2023-11-18 03:00:00,19,9,11,7,8
2023-11-18 04:00:00,20,24,18,7,7
2023-11-18 05:00:00,13,25,12,9,7
